uid	lat	lng	datetime
244111	40.624411	-74.084246	2012-04-10 09:45:09
263715	40.740494	-73.986735	2012-04-10 09:50:57
339645	40.739915	-73.989233	2012-04-10 10:55:02
18087	40.759573	-73.985244	2012-04-10 10:57:35
1002924	40.763568	-73.965024	2012-04-10 10:58:08
983329	40.74619000000001	-73.998091	2012-04-10 11:05:13
983329	40.745796	-73.998266	2012-04-10 11:05:30
2698	40.773839	-73.87122	2012-04-10 11:08:26
1101324	40.74515	-73.992267	2012-04-10 11:11:42
16637	40.727324	-74.005902	2012-04-10 11:12:59
18087	40.761853	-73.98875100000002	2012-04-10 11:16:38
1814697	40.709467	-74.012918	2012-04-10 11:20:32
118894	40.760813	-73.972278	2012-04-10 11:22:45
10475	40.736722	-73.995581	2012-04-10 11:23:38
21742	40.753942	-73.992395	2012-04-10 11:23:41
1787493	40.758783	-73.776287	2012-04-10 11:26:39
241076	40.73679	-73.86014300000002	2012-04-10 11:31:29
118174	40.811112	-73.957798	2012-04-10 11:41:56
704556	40.753013	-73.987575	2012-04-10 11:47:41
71080	40.694043	-73.98675899999998	2012-04-10 11:48:06
983329	40.746965	-74.000897	2012-04-10 11:50:00
194606	40.749992	-73.97116	2012-04-10 12:04:42
5009	40.703578	-74.01618	2012-04-10 12:09:25
31123	40.739762	-74.006095	2012-04-10 12:13:30
107223	40.756713	-73.978122	2012-04-10 12:14:34
78	40.760305	-73.99120699999997	2012-04-10 12:14:48
1333004	40.693212	-73.930104	2012-04-10 12:15:39
139137	40.752541	-73.988366	2012-04-10 12:16:04
1333004	40.689003	-73.929085	2012-04-10 12:17:13
1189492	40.74693900000001	-73.99345100000002	2012-04-10 12:17:19
1333004	40.679336	-73.930285	2012-04-10 12:17:44
113862	40.731698	-73.989227	2012-04-10 12:19:13
96606	40.75922	-73.985109	2012-04-10 12:21:08
202917	40.737435	-73.863822	2012-04-10 12:22:26
1428411	40.763001	-73.967641	2012-04-10 12:27:08
191931	40.72951	-74.000865	2012-04-10 12:27:28
101106	40.719773	-74.008611	2012-04-10 12:27:36
299086	40.750469	-73.976377	2012-04-10 12:29:09
139406	40.76065	-73.970597	2012-04-10 12:37:08
144766	40.760326	-73.958073	2012-04-10 12:38:03
237332	40.861101	-73.890271	2012-04-10 12:38:47
93882	40.762976	-73.970523	2012-04-10 12:40:51
88438	40.782621	-73.957472	2012-04-10 12:42:17
116821	40.663452	-73.994679	2012-04-10 12:44:10
169957	40.774383	-73.982862	2012-04-10 12:48:55
163257	40.745275	-73.99255500000002	2012-04-10 12:50:39
704556	40.755807	-73.990602	2012-04-10 12:53:55
86894	40.746983	-73.985055	2012-04-10 12:57:25
1133494	40.709982	-74.007992	2012-04-10 12:57:54
640296	40.758551	-73.984888	2012-04-10 12:57:55
96569	40.861968	-73.925085	2012-04-10 12:58:03
887900	40.769212	-73.99262399999998	2012-04-10 12:58:43
16637	40.722185	-73.996205	2012-04-10 12:59:51
1333004	40.721183	-74.000452	2012-04-10 13:01:07
35694	40.714118	-74.016716	2012-04-10 13:01:51
325950	40.735779	-73.993134	2012-04-10 13:02:15
72861	40.752806	-73.977175	2012-04-10 13:02:36
202678	40.721038	-73.99605600000002	2012-04-10 13:05:26
1160246	40.760871	-73.98888000000002	2012-04-10 13:05:37
111193	40.728195	-74.005387	2012-04-10 13:05:52
930818	40.774646	-73.908693	2012-04-10 13:06:58
734137	40.735282	-73.990403	2012-04-10 13:07:51
70622	40.745676	-74.00568	2012-04-10 13:09:46
25085	40.759529	-73.980356	2012-04-10 13:10:39
388402	40.731241	-73.988647	2012-04-10 13:13:39
1333004	40.726785	-74.003467	2012-04-10 13:14:19
3869	40.663908	-73.970947	2012-04-10 13:15:17
1333004	40.727205	-74.00323399999998	2012-04-10 13:15:33
195486	40.747399	-73.983637	2012-04-10 13:17:25
1333004	40.727035	-74.005569	2012-04-10 13:20:06
1428411	40.705191	-74.012491	2012-04-10 13:26:51
73004	40.750053	-73.973608	2012-04-10 13:27:32
153452	40.756265	-73.994375	2012-04-10 13:28:05
278366	40.781957	-73.829812	2012-04-10 13:29:00
349850	40.742016	-74.005163	2012-04-10 13:31:32
1598737	40.727824	-73.98492900000002	2012-04-10 13:33:24
139406	40.760693	-73.969914	2012-04-10 13:35:52
73928	40.763527	-73.982556	2012-04-10 13:38:54
163679	40.724838	-73.89702	2012-04-10 13:46:04
375925	40.718151	-74.006982	2012-04-10 13:46:49
73593	40.719756	-74.00614499999998	2012-04-10 13:49:45
871111	40.741673	-73.974288	2012-04-10 13:54:12
173353	40.742188	-73.98792399999998	2012-04-10 13:54:33
8524	40.76332	-73.982455	2012-04-10 13:54:56
1856887	40.752187	-73.974586	2012-04-10 14:00:57
20962	40.702435	-73.987073	2012-04-10 14:01:06
182425	40.722689	-73.995993	2012-04-10 14:03:24
204169	40.759854	-73.976119	2012-04-10 14:03:51
148366	40.771426	-73.973501	2012-04-10 14:06:31
349850	40.747062	-74.00519399999997	2012-04-10 14:08:37
227754	40.749628	-73.975751	2012-04-10 14:09:14
935297	40.742942	-73.982933	2012-04-10 14:09:14
142567	40.778524	-73.77690600000003	2012-04-10 14:09:53
361903	40.714737	-73.956855	2012-04-10 14:10:34
265064	40.740383	-73.995924	2012-04-10 14:13:03
61523	40.684309000000006	-73.97653199999998	2012-04-10 14:14:46
244111	40.620392	-74.077403	2012-04-10 14:17:06
21406	40.760456	-73.97102199999998	2012-04-10 14:17:47
93462	40.741198	-74.002392	2012-04-10 14:20:11
31415	40.745617	-74.00664599999998	2012-04-10 14:23:08
244111	40.6082	-74.132498	2012-04-10 14:23:51
78	40.739307	-73.989401	2012-04-10 14:28:56
363383	40.714506	-74.006701	2012-04-10 14:31:26
118894	40.79515900000001	-73.93096800000002	2012-04-10 17:01:59
118894	40.795044	-73.932231	2012-04-10 17:02:07
216265	40.791882	-73.95983199999998	2012-04-10 17:03:16
375925	40.718151	-74.006982	2012-04-10 17:03:23
188284	40.733612	-73.993107	2012-04-10 17:03:36
329109	40.766409	-73.962591	2012-04-10 17:05:57
176272	40.747588	-73.983063	2012-04-10 17:09:12
272009	40.752806	-73.977175	2012-04-10 17:09:43
229556	40.759188	-73.975346	2012-04-10 17:11:18
244111	40.566219	-74.192272	2012-04-10 17:11:35
459624	40.746239	-73.98059	2012-04-10 17:19:12
5686	40.746513	-74.00895600000003	2012-04-10 17:20:44
209358	40.762245	-73.979287	2012-04-10 17:21:34
506804	40.756506	-73.988028	2012-04-10 17:26:54
191592	40.762252	-73.95965600000002	2012-04-10 17:34:36
9490	40.755607	-73.94855600000002	2012-04-10 17:38:47
182697	40.752613	-73.986317	2012-04-10 17:41:41
274169	40.735282	-73.990403	2012-04-10 17:42:06
93882	40.77477800000001	-73.98186899999997	2012-04-10 17:42:43
227135	40.719943	-74.008566	2012-04-10 17:44:18
51134	40.690018	-73.993416	2012-04-10 17:55:56
506804	40.70593	-74.014649	2012-04-10 17:56:17
1448478	40.704955	-74.01141199999998	2012-04-10 17:56:53
1448478	40.705143	-74.011539	2012-04-10 17:57:14
207280	40.720689	-73.997877	2012-04-10 17:57:21
1448478	40.704379	-74.01035999999998	2012-04-10 17:58:17
191931	40.725147	-74.007522	2012-04-10 18:00:27
1222910	40.756457	-73.846064	2012-04-10 18:00:42
1222910	40.756035	-73.846235	2012-04-10 18:01:16
440453	40.773839	-73.87122	2012-04-10 18:04:18
56003	40.728849	-74.000412	2012-04-10 18:05:12
240691	40.736618	-73.99650600000002	2012-04-10 18:05:53
277936	40.753728	-73.983688	2012-04-10 18:19:40
113631	40.74225	-74.006095	2012-04-10 18:22:25
54007	40.739386	-73.99185	2012-04-10 18:22:38
171710	40.732786	-74.004142	2012-04-10 18:23:16
190704	40.763399	-73.924097	2012-04-10 18:25:13
110475	40.708945	-74.01315699999998	2012-04-10 18:25:21
67845	40.70922	-73.869469	2012-04-10 18:25:36
504187	40.716709	-74.010547	2012-04-10 18:25:46
250937	40.525328	-74.166507	2012-04-10 18:28:57
335251	40.747094	-73.994529	2012-04-10 18:28:57
623594	40.772512	-73.955567	2012-04-10 18:29:37
204518	40.719339	-74.00487199999998	2012-04-10 18:30:55
116821	40.767509	-73.938375	2012-04-10 18:32:19
1598737	40.726735	-73.98334399999997	2012-04-10 18:32:25
324707	40.735282	-73.990403	2012-04-10 18:34:37
222839	40.758847	-73.989551	2012-04-10 18:34:42
5009	40.758213	-73.98682600000002	2012-04-10 18:36:23
176272	40.841139	-73.859549	2012-04-10 18:37:03
844555	40.816816	-73.941393	2012-04-10 18:37:08
288077	40.665624	-73.982661	2012-04-10 18:37:11
266670	40.843359	-73.856921	2012-04-10 18:37:35
45550	40.72917800000001	-73.996611	2012-04-10 18:38:07
129021	40.776167	-73.956152	2012-04-10 18:38:44
758634	40.758554	-73.985571	2012-04-10 18:40:15
169063	40.773839	-73.87122	2012-04-10 18:40:19
587022	40.746219	-73.98151899999998	2012-04-10 18:40:41
139137	40.776167	-73.956152	2012-04-10 18:40:42
726990	40.741198	-74.002392	2012-04-10 18:41:34
148366	40.759054	-73.962413	2012-04-10 18:42:15
339645	40.740348	-73.992406	2012-04-10 18:42:43
31123	40.739465	-74.002656	2012-04-10 18:42:59
244111	40.58184	-74.166255	2012-04-10 18:44:51
459624	40.754279	-73.99929300000002	2012-04-10 18:44:55
1641282	40.714787	-74.012385	2012-04-10 18:45:02
3869	40.750795	-73.993576	2012-04-10 18:45:02
219808	40.73757	-74.0017	2012-04-10 18:45:35
251267	40.72561	-73.991976	2012-04-10 18:47:21
1641282	40.74192100000001	-74.00484499999997	2012-04-10 18:47:31
1465440	40.683176	-73.88355	2012-04-10 18:49:57
163257	40.717177	-73.955141	2012-04-10 18:49:58
107684	40.780737	-73.981225	2012-04-10 18:50:13
75255	40.807991	-73.96204	2012-04-10 18:50:19
191592	40.645089	-73.784523	2012-04-10 18:52:10
1212701	40.81022	-73.960476	2012-04-10 18:52:25
459624	40.754573	-73.981577	2012-04-10 18:52:39
839895	40.745702	-73.99365300000002	2012-04-10 18:53:15
76566	40.70566	-74.002876	2012-04-10 18:54:32
113631	40.742852	-74.007499	2012-04-10 18:54:48
1115406	40.72388	-73.998225	2012-04-10 18:56:17
240141	40.73135900000001	-73.988642	2012-04-10 18:56:59
20962	40.716817	-73.962023	2012-04-10 18:57:02
103941	40.769669	-73.982518	2012-04-10 18:58:25
433165	40.752806	-73.977175	2012-04-10 18:59:37
209358	40.760423	-73.99119499999998	2012-04-10 19:00:09
88470	40.729299	-74.003776	2012-04-10 19:00:46
20962	40.717014	-73.96298399999998	2012-04-10 19:01:24
173385	40.730413	-74.00418499999998	2012-04-10 19:05:01
33858	40.702435	-73.987073	2012-04-10 19:05:46
143336	40.761321	-73.923218	2012-04-10 19:06:32
137064	40.807991	-73.96204	2012-04-10 19:07:31
863870	40.755368	-73.96833000000002	2012-04-10 19:07:55
331113	40.685696	-73.985743	2012-04-10 19:08:23
132923	40.762377	-73.974621	2012-04-10 19:09:33
356171	40.723432	-74.000555	2012-04-10 19:09:54
324707	40.735794	-73.993147	2012-04-10 19:10:34
37920	40.717493	-74.00106600000002	2012-04-10 19:11:02
169957	40.769225	-73.986154	2012-04-10 19:11:20
102433	40.745127	-73.978466	2012-04-10 19:11:41
68042	40.749859	-73.989962	2012-04-10 19:11:47
3171	40.734311	-73.99099100000002	2012-04-10 19:11:51
30031	40.72424	-73.99777900000002	2012-04-10 19:12:11
433165	40.750472	-73.980633	2012-04-10 19:14:09
222184	40.742788	-74.000676	2012-04-10 19:15:20
109151	40.73404	-73.993175	2012-04-10 19:15:49
335251	40.745957	-73.994415	2012-04-10 19:17:49
163257	40.75045	-73.992211	2012-04-10 19:18:02
133324	40.740705	-73.986109	2012-04-10 19:19:23
216265	40.783732	-73.950443	2012-04-10 19:19:26
158729	40.730277	-74.008187	2012-04-10 19:19:40
179110	40.71715	-73.95993299999998	2012-04-10 19:21:53
594832	40.723553	-73.99698199999997	2012-04-10 19:23:05
375925	40.721348	-73.999969	2012-04-10 19:24:55
937738	40.759955	-73.980165	2012-04-10 19:25:22
90038	40.739307	-73.989401	2012-04-10 19:26:13
346289	40.754929	-73.979187	2012-04-10 19:26:45
834529	40.699023	-73.810015	2012-04-10 19:28:57
463306	40.731698	-73.989227	2012-04-10 19:29:35
56003	40.746154	-73.983097	2012-04-10 19:30:01
216813	40.62467	-73.99884200000002	2012-04-10 19:30:29
31982	40.762858	-73.97161899999998	2012-04-10 19:30:58
242363	40.768227	-73.9558	2012-04-10 19:31:32
185056	40.77477800000001	-73.98186899999997	2012-04-10 19:32:31
433165	40.749323	-73.977126	2012-04-10 19:35:07
179626	40.743006	-73.987062	2012-04-10 19:39:28
93458	40.759955	-73.980165	2012-04-10 19:39:29
32627	40.728554	-74.001924	2012-04-10 19:40:10
157563	40.75045	-73.992211	2012-04-10 19:42:49
660555	40.684055	-73.99219000000002	2012-04-10 19:45:03
156006	40.731048	-73.989789	2012-04-10 19:45:35
118894	40.758928	-73.961443	2012-04-10 19:45:50
118894	40.759183	-73.962177	2012-04-10 19:46:14
118894	40.759285	-73.962091	2012-04-10 19:46:38
1766208	40.734375	-73.990851	2012-04-10 19:48:58
233376	40.747551	-73.98114100000002	2012-04-10 19:49:14
1472735	40.782975	-73.95200600000003	2012-04-10 19:50:37
85026	40.725224	-74.007533	2012-04-10 19:50:48
1333004	40.725577	-74.00425200000002	2012-04-10 19:51:46
159224	40.746513	-74.00895600000003	2012-04-10 19:52:09
56003	40.746317	-73.983226	2012-04-10 19:52:38
1960038	40.77608	-73.910627	2012-04-10 19:54:34
6504	40.72561	-73.991976	2012-04-10 19:55:38
103941	40.759539	-73.991677	2012-04-10 19:56:09
345882	40.74897	-73.989474	2012-04-10 19:58:16
194606	40.731698	-73.989227	2012-04-10 19:58:57
1646955	40.739779	-73.985088	2012-04-10 19:59:11
1296005	40.761397	-73.976986	2012-04-10 19:59:14
135593	40.744341	-73.990426	2012-04-10 20:00:44
1960038	40.776646	-73.911816	2012-04-10 20:00:55
237332	40.825079	-73.920135	2012-04-10 20:01:51
375925	40.760302	-73.99526999999998	2012-04-10 20:03:49
109151	40.734167	-73.990487	2012-04-10 20:03:51
1249575	40.686155	-73.993961	2012-04-10 20:04:08
191931	40.725583	-74.003132	2012-04-10 20:05:40
85026	40.746852	-73.984406	2012-04-10 20:09:46
182697	40.752806	-73.977175	2012-04-10 20:11:10
250100	40.764309	-73.988389	2012-04-10 20:11:35
2123469	40.74289	-73.984573	2012-04-10 20:11:43
3849	40.759955	-73.980165	2012-04-10 20:12:28
1333004	40.650169	-73.949575	2012-04-10 20:12:51
136225	40.715476	-73.944624	2012-04-10 20:13:08
126144	40.766792	-73.962809	2012-04-10 20:13:25
216813	40.628349	-74.00586899999998	2012-04-10 20:14:15
8554	40.711393	-73.95089300000002	2012-04-10 20:15:10
367485	40.714172	-73.792913	2012-04-10 20:17:15
141984	40.725363	-73.99260699999998	2012-04-10 20:18:19
30031	40.723185	-73.995017	2012-04-10 20:18:39
1296005	40.755342	-73.970678	2012-04-10 20:19:12
18637	40.726355	-74.005762	2012-04-10 20:20:35
182275	40.733286	-73.998689	2012-04-10 20:21:10
237332	40.840388	-73.862739	2012-04-10 20:24:41
1448478	40.704436	-74.010124	2012-04-10 20:27:08
1448478	40.702929	-74.011303	2012-04-10 20:27:36
1448478	40.703603	-74.010762	2012-04-10 20:28:21
156006	40.731714	-73.98922900000002	2012-04-10 20:30:09
574863	40.726355	-74.005762	2012-04-10 20:32:44
459624	40.759955	-73.980165	2012-04-10 20:33:54
517668	40.713398	-73.951151	2012-04-10 20:35:46
93462	40.738114	-74.00196700000002	2012-04-10 20:37:11
17040	40.759955	-73.980165	2012-04-10 20:39:14
113631	40.709347	-73.95965	2012-04-10 20:40:36
61889	40.714787	-74.012385	2012-04-10 20:40:39
18087	40.78928300000001	-73.977106	2012-04-10 20:41:32
217797	40.769157	-73.861954	2012-04-10 20:41:40
810704	40.726758	-73.999561	2012-04-10 20:42:00
1814697	40.709572	-74.013696	2012-04-10 20:46:39
265064	40.67482800000001	-73.97626899999999	2012-04-10 20:50:17
30724	40.75825800000001	-73.987769	2012-04-10 20:50:51
3687	40.787162	-73.96537099999998	2012-04-10 20:51:04
244111	40.61725300000001	-74.068089	2012-04-10 20:51:44
173086	40.687218	-73.957178	2012-04-10 20:54:49
222184	40.74078400000001	-74.000721	2012-04-10 20:55:20
717212	40.721544	-73.997519	2012-04-10 20:55:26
367950	40.75940900000001	-73.987115	2012-04-10 20:57:53
506804	40.794676	-73.971763	2012-04-10 20:58:47
422384	40.741045	-74.00211	2012-04-10 20:58:57
124450	40.67902	-73.983563	2012-04-10 20:59:24
70622	40.745889	-73.98852099999998	2012-04-10 21:01:19
95285	40.730641	-73.984251	2012-04-10 21:01:25
17941	40.76139000000001	-73.90220500000002	2012-04-10 21:03:53
506804	40.815541	-73.958423	2012-04-10 21:05:24
1465440	40.707036	-73.875215	2012-04-10 21:06:00
395203	40.719209	-73.996871	2012-04-10 21:06:07
219808	40.760001	-73.996482	2012-04-10 21:08:15
334608	40.74342	-73.979681	2012-04-10 21:12:31
107684	40.780589	-73.980739	2012-04-10 21:14:06
93831	40.73170800000001	-73.985479	2012-04-10 21:14:14
350493	40.729396	-73.989456	2012-04-10 21:18:20
467974	40.750746	-74.002286	2012-04-10 21:23:21
210890	40.630042	-74.02755400000002	2012-04-10 21:23:41
726990	40.753728	-73.983688	2012-04-10 21:25:43
335251	40.769771	-73.927716	2012-04-10 21:26:11
93462	40.719339	-74.00487199999998	2012-04-10 21:26:35
201964	40.777059	-73.949276	2012-04-10 21:31:36
88470	40.721453	-73.987813	2012-04-10 21:32:10
148366	40.779941	-73.953241	2012-04-10 21:32:54
90038	40.737161	-73.988736	2012-04-10 21:33:07
36843	40.767237	-73.89483	2012-04-10 21:33:41
201964	40.779501	-73.955846	2012-04-10 21:36:25
201964	40.779422	-73.955341	2012-04-10 21:37:04
367302	40.629404	-73.918612	2012-04-10 21:37:35
217797	40.756122	-73.964117	2012-04-10 21:38:30
188284	40.740053	-74.005535	2012-04-10 21:39:31
623594	40.730887	-74.001079	2012-04-10 21:40:51
49809	40.774305	-73.98145600000002	2012-04-10 21:44:00
67970	40.694192	-73.983141	2012-04-10 21:44:02
1448478	40.705134	-74.011439	2012-04-10 21:46:53
1448478	40.704273	-74.010362	2012-04-10 21:47:10
1448478	40.704238	-74.01015600000002	2012-04-10 21:47:36
185056	40.775512	-73.98186899999997	2012-04-10 21:48:07
338138	40.67361500000001	-73.99171	2012-04-10 21:48:46
244111	40.625784	-74.08288399999998	2012-04-10 21:54:50
433165	40.763919	-73.97314	2012-04-10 21:56:12
43656	40.72932	-73.98924	2012-04-10 21:56:25
240691	40.730169	-74.004767	2012-04-10 21:57:16
265064	40.676829	-73.963438	2012-04-10 21:58:14
717212	40.740425	-74.00778000000003	2012-04-10 21:59:28
726990	40.756926	-73.993533	2012-04-10 22:00:06
930818	40.725755	-73.994913	2012-04-10 22:05:53
766077	40.719941	-73.95129200000002	2012-04-10 22:07:16
59666	40.72194	-73.95758000000002	2012-04-10 22:07:41
256081	40.729182	-73.990597	2012-04-10 22:16:19
90038	40.733568	-74.001653	2012-04-10 22:21:54
247948	40.764308	-73.988822	2012-04-10 22:23:36
1002924	40.764823	-73.988395	2012-04-10 22:24:44
16637	40.718926	-74.00180300000002	2012-04-10 22:24:47
132572	40.851378	-73.94008000000002	2012-04-10 22:32:40
1598737	40.726349	-73.984157	2012-04-10 22:34:04
256081	40.729484	-73.986048	2012-04-10 22:39:30
156006	40.730641	-73.984251	2012-04-10 22:43:08
1598737	40.72556	-73.984464	2012-04-10 22:43:54
114066	40.706439	-74.009936	2012-04-10 22:45:08
113862	40.691537	-73.918346	2012-04-10 22:46:23
122045	40.74373	-73.953787	2012-04-10 22:46:57
129021	40.775297	-73.953694	2012-04-10 22:47:38
93831	40.731795	-73.98567299999998	2012-04-10 22:47:46
363383	40.757048	-73.997927	2012-04-10 22:58:22
1448478	40.743644	-73.98388800000002	2012-04-10 23:01:35
1448478	40.744354	-73.982495	2012-04-10 23:01:48
1448478	40.74379	-73.983892	2012-04-10 23:02:03
1448478	40.744371	-73.983082	2012-04-10 23:02:18
1448478	40.743701	-73.982776	2012-04-10 23:02:42
843583	40.711093	-73.95009	2012-04-10 23:03:37
116449	40.675898	-73.923734	2012-04-10 23:05:03
222839	40.749859	-73.989962	2012-04-10 23:07:03
238663	40.731875	-73.983964	2012-04-10 23:07:58
197898	40.756035	-73.846235	2012-04-10 23:12:47
459624	40.74939000000001	-73.982862	2012-04-10 23:15:06
1681592	40.755596	-73.922753	2012-04-10 23:17:17
89621	40.726447	-74.005204	2012-04-10 23:21:40
2123469	40.719313	-73.836025	2012-04-10 23:35:28
459624	40.746239	-73.98059	2012-04-10 23:48:33
222184	40.824467	-73.95374	2012-04-10 23:48:43
367302	40.640411	-73.90566700000002	2012-04-10 23:51:05
367302	40.640708	-73.905673	2012-04-10 23:51:22
54007	40.756119	-73.972532	2012-04-10 23:58:05
367302	40.646099	-73.90266899999997	2012-04-11 00:00:41
726990	40.750991	-73.98888000000002	2012-04-11 00:10:33
96606	40.7584	-73.9863	2012-04-11 00:13:19
1598737	40.727068	-73.983882	2012-04-11 00:13:35
197898	40.826508	-73.950391	2012-04-11 00:30:20
197898	40.827231	-73.94560600000001	2012-04-11 00:38:15
5686	40.727649	-73.987684	2012-04-11 00:42:04
113862	40.727056	-73.980412	2012-04-11 00:45:22
197898	40.827333	-73.945635	2012-04-11 00:46:45
54007	40.756087	-73.96759	2012-04-11 00:59:48
1333004	40.650169	-73.949575	2012-04-11 01:01:05
